Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
1.871702294695093,1.0,-1.1340771454312535,13.0,-0.5365552552693277,1999.0,1.0,0.0,1.0
-1.0028666080321536,0.0,-0.5318501911550869,4.0,-0.8689369168047602,2007.0,0.0,1.0,1.0
0.4517345234683807,1.0,0.6613163967021746,11.0,1.629847525011337,1998.0,2.0,2.0,0.0
-1.2302923404969197,1.0,-0.9814159920489066,13.0,0.22669739591150387,2007.0,2.0,1.0,1.0
0.45589052670123953,0.0,1.0325398392327318,4.0,1.5081103791539738,1985.0,1.0,2.0,3.0
-0.656533005293931,0.0,-0.036424033849076,6.0,-0.38628905021638543,1997.0,2.0,0.0,1.0
1.5484575988060856,0.0,0.3301148225784764,0.0,-1.4711084677611856,2009.0,1.0,2.0,2.0
-0.5584051511847682,1.0,-0.9737258754088298,0.0,-0.9702351404888832,1985.0,1.0,2.0,3.0
-1.4634902996739896,0.0,1.1255414251216709,13.0,-0.7326375243071855,2002.0,0.0,1.0,1.0
-1.537374801591477,1.0,-1.1704962485749981,0.0,0.7421750385365345,2007.0,2.0,1.0,1.0
0.9135126604526778,1.0,0.7392546210957218,6.0,-0.3669147900752857,2007.0,1.0,1.0,1.0
-1.3976869151537274,1.0,0.7830104992773225,6.0,-0.9001486654369477,2002.0,1.0,1.0,1.0
0.5163834626461821,1.0,2.0565807219222014,8.0,1.6082598033809248,1985.0,2.0,0.0,0.0
-1.814441683782055,1.0,0.527900145496021,1.0,-0.3027891279814103,1999.0,1.0,0.0,1.0
0.9481460207264997,1.0,-0.8678879089378124,7.0,-1.4399387878415142,1987.0,0.0,2.0,1.0
-1.502741441317655,0.0,0.26863250570652497,0.0,0.1717265328721083,1999.0,1.0,0.0,1.0
1.6639021330521597,1.0,-0.22534892778201063,12.0,0.9344678873931284,2002.0,1.0,1.0,1.0
1.2021239960678631,1.0,-0.5405669263270864,14.0,0.8283576502081172,2009.0,1.0,2.0,2.0
-0.36699811340477756,1.0,-0.731728460113753,9.0,-0.5069615340416082,1985.0,1.0,2.0,3.0
0.22084545497623237,1.0,2.560375873032132,13.0,0.8525439238501052,1998.0,2.0,2.0,0.0
-1.2799334902227317,1.0,0.8631829829372664,6.0,0.5498821896799402,1987.0,0.0,2.0,1.0
1.513824238532263,1.0,2.281761258506181,11.0,1.600169666358585,2004.0,2.0,1.0,1.0
0.23238990840083995,1.0,-0.001034495701906658,5.0,-1.509345691383573,1997.0,2.0,0.0,1.0
0.624901324837492,1.0,-0.7461151494155388,11.0,0.02141825910665016,1985.0,2.0,0.0,0.0
1.513824238532263,1.0,-0.5952429293637652,13.0,0.6424948422568793,2004.0,2.0,1.0,1.0
-1.3526635467977584,0.0,-0.5313145980306248,13.0,1.107855704055918,1998.0,1.0,2.0,0.0
0.08231201388094345,1.0,-0.5967423286379129,9.0,-1.5115591528728853,2004.0,2.0,1.0,1.0
-1.5743170525502208,1.0,0.5034624603597293,9.0,0.3295295095750626,1997.0,2.0,0.0,1.0
0.26702326867466225,1.0,-0.14793575948701437,4.0,1.6771974789756883,1997.0,2.0,0.0,1.0
0.03613420018251395,1.0,-0.8340545919526673,6.0,-0.3959972146431933,2004.0,2.0,1.0,1.0
-0.593500289595575,1.0,0.03303455796848402,9.0,-1.7625702162376224,1985.0,2.0,0.0,0.0
-0.7257997258415757,0.0,-0.8495043500908237,10.0,0.8724715493635328,2009.0,1.0,2.0,2.0
-0.033132520365130716,1.0,-1.1491437070604407,9.0,-1.5955703717676721,2009.0,1.0,2.0,2.0
0.03844309086743497,0.0,-0.7964006079111671,6.0,1.2414724071168848,1985.0,1.0,2.0,3.0
-1.5847070606323674,1.0,0.6097341034990352,1.0,0.3758989389323064,2007.0,0.0,1.0,1.0
0.09755069240142582,0.0,-1.1120509367267755,10.0,1.0367466356843587,1985.0,1.0,2.0,3.0
0.3039655196334056,1.0,0.25908252594108405,3.0,-0.9814771948951267,1985.0,1.0,2.0,3.0
-0.519154009541103,1.0,-0.29668355901100985,0.0,-0.43695919641470493,1998.0,1.0,2.0,0.0
1.3175685303139373,1.0,0.4644498243920397,9.0,0.8272509194634612,2007.0,2.0,1.0,1.0
0.04190642689481733,1.0,-0.9706060376536327,9.0,-0.6088131230980592,1985.0,1.0,2.0,3.0
1.9525134686673453,1.0,-0.7133321592706164,9.0,0.03810982981114191,2009.0,1.0,2.0,2.0
1.6408132262029447,1.0,0.0693211677679012,6.0,-0.3944212559512414,1998.0,2.0,2.0,0.0
-0.9728510291281744,1.0,2.2052844220414576,9.0,0.5326372536031209,2007.0,2.0,1.0,1.0
