latitude,zip_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_last_funding_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,is_acquired
42.35888,250.0,173.0,75.0,15.0,63.0,295.0,7.0,3.0027,6.7041,3.0,3.0,375000.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
37.238915999999996,336.0,108.0,781.0,8.0,15.0,216.0,205.0,9.9973,7.0055,9.0,4.0,40100000.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.75,1.0,1
32.901049,251.0,173.0,585.0,106.0,181.0,278.0,322.0,1.0329,2.2055,5.0,1.0,2600000.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1
37.320309,333.0,55.0,712.0,10.0,153.0,218.0,379.0,5.3151,6.0027,5.0,3.0,40000000.0,1.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.3333,1.0,1
37.779281,295.0,174.0,351.0,183.0,24.0,490.0,340.0,1.6685,0.0384,2.0,2.0,1300000.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
37.406914,279.0,125.0,450.0,10.0,73.0,459.0,533.0,4.5452,5.0027,3.0,1.0,7500000.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0
37.3915589,278.0,125.0,638.0,13.0,150.0,558.0,297.0,5.211,6.6082,6.0,3.0,26000000.0,2.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.6667,1.0,1
38.057107,327.0,178.0,144.0,12.0,151.0,513.0,111.0,6.7616,7.3616,25.0,3.0,34100000.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.5,1.0,1
42.712207,30.0,214.0,826.0,10.0,57.0,506.0,280.0,11.1123,9.9945,13.0,3.0,9650000.0,4.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1
37.427234999999996,309.0,143.0,212.0,150.0,83.0,205.0,273.0,4.6849,6.1151,14.0,3.0,5750000.0,4.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1
37.4429885,273.0,117.0,884.0,58.0,4.0,438.0,382.0,9.4493,10.6493,22.0,3.0,27500000.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1
37.452992,273.0,117.0,135.0,14.0,53.0,205.0,443.0,5.3370000000000015,4.6082,8.0,5.0,10400000.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.75,1.0,0
38.241467,129.0,109.0,629.0,12.0,116.0,146.0,155.0,4.9041,1.9348000000000003,0.0,1.0,350000.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
40.70276,25.0,32.0,891.0,63.0,72.0,194.0,442.0,2.4356,4.3781,15.0,3.0,9950000.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.3333,1.0,1
