Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
0.964275081869604,1.0,0.023374429602501405,13.0,0.32341311790702754,1999.0,1.0,0.0,1.0
0.22298303066388808,0.0,0.11873688085560115,4.0,0.23584900834788303,2007.0,1.0,1.0,1.0
0.5980946710330455,1.0,0.3076744396337943,11.0,0.8941399429834135,1998.0,2.0,2.0,0.0
0.1643346233998214,1.0,0.047548275848164505,13.0,0.5244878055434308,2007.0,1.0,1.0,1.0
0.5991664185769574,0.0,0.3664575565151656,4.0,0.8620689655172414,1985.0,1.0,2.0,3.0
0.3122953259898779,0.0,0.19718745906392818,6.0,0.3629999181580096,1997.0,2.0,0.0,1.0
0.8809169395653469,0.0,0.2552287731901809,0.0,0.07721024525316458,2009.0,1.0,2.0,2.0
0.3376004763322417,1.0,0.0487660034307856,0.0,0.2091625518332606,1985.0,1.0,2.0,3.0
0.10419767788032147,0.0,0.38118432876908215,13.0,0.27175632911392406,2002.0,2.0,1.0,1.0
0.08514438821077702,1.0,0.01760747592570812,0.0,0.660287538192929,2007.0,2.0,1.0,1.0
0.7171777314676988,1.0,0.3200159332712154,6.0,0.368103959788302,2007.0,0.0,1.0,1.0
0.1211670139922596,1.0,0.32694466299761016,6.0,0.22762644587516367,2002.0,2.0,1.0,1.0
0.6147662994938969,1.0,0.5286141123837585,8.0,0.8884527771715408,1985.0,2.0,0.0,0.0
0.01369455194998509,1.0,0.2865480176733058,1.0,0.38499751063945875,1999.0,1.0,0.0,1.0
0.7261089610002978,1.0,0.0655254125649228,7.0,0.08542172495635095,1987.0,0.0,2.0,1.0
0.09407561774337597,0.0,0.24549306740019985,0.0,0.5100060358467918,1999.0,1.0,0.0,1.0
0.9106877046740103,1.0,0.16727126075986712,12.0,0.7109460252073331,2002.0,1.0,1.0,1.0
0.791604644239357,1.0,0.11735658854715562,14.0,0.6829918703622873,2009.0,1.0,2.0,2.0
0.3869604048824054,1.0,0.08708621901660299,9.0,0.3312094200130947,1985.0,1.0,2.0,3.0
